acc. date,type,reg.,operator,fat.,location
09-Jan-08,British Aerospace BAe-146-200A,LZ-HBA,"Hemus Air, opf Blue Air",0,Bacau Airport (BCM/LRBC)
10-Jan-08,Airbus A319-114,C-GBHZ,Air Canada,0,"38 NM south of Penticton, BC"
11-Jan-08,Antonov An-2SX,HA-MKK,Letalska sola Solt,1,5 km N of Trbovlje
13-Jan-08,Bombardier CRJ-701ER,N705SK,Skywest Airlines,0,"San Francisco International Airport, CA (SFO/KSFO)"
14-Jan-08,Beechcraft 1900C-1,N410UB,Alpine Aviation,1,"11 km S off Lihue, HI"
15-Jan-08,Cessna 208B Grand Caravan,N454SF,Grant Aviation,0,"Bethel, Alaska"
17-Jan-08,Boeing 777-236ER,G-YMMM,British Airways,0,London-Heathrow Airport (LHR)
19-Jan-08,Beechcraft B200 Super King Air,D2-FFK,Gira Globo,13,near Bailundo
23-Jan-08,CASA C-295M,19,Polish Air Force,20,"1,3 km SE of Miroslawiec Air Base"
24-Jan-08,Douglas DC-3C,HK-2006,VIARCO,0,Teresita Airport
25-Jan-08,Boeing 727-247,9L-LEF,"Canadian Airways Congo, lsf Teebah Airlines",0,Pointe Noire Airport (PNR)
25-Jan-08,Antonov An-12BP,EK11660,Aéro-Service,0,Pointe Noire Airport (PNR)
26-Jan-08,Xian MA60,,Air Zimbabwe,0,Bulawayo-Joshua Mqabuko Nkomo International Airport (BUQ)
26-Jan-08,CASA/IPTN NC-212 Aviocar 200,PK-VSE,Dirgantara Air Service,3,"6,3 km Se of Long Apung Airport (LPU)"
27-Jan-08,Boeing 737-700,D-....,,0,en route
28-Jan-08,Boeing 737-33A,PK-MBP,Merpati Nusantara Airlines,0,Merauke-Mopah Airport (MKQ)
28-Jan-08,de Havilland Canada DHC-8-202,HK-3997,AIRES Colombia,0,Bogotá-Eldorado Airport (BOG)
28-Jan-08,McDonnell Douglas DC-9-32,N605NW,Northwest Airlines,0,"Chicago-Midway Airport, IL (MDW)"
29-Jan-08,Learjet 35A,PT-LEB,Voetur Táxi-Aéreo,0,"Cruzeiro do Sul International Airport, AC (CZS/SBCZ)"
29-Jan-08,Boeing 737-217,C-GKCP,Canadian North,0,Edmonton Intl (CYEG)
30-Jan-08,Learjet 35A,N55F,Airnet Systems Inc.,0,"Charlotte, North Carolina"
30-Jan-08,de Havilland Canada DHC-6 Twin Otter,,Aviastar Mandiri,0+1,Sugapa Airport (ZGP)
01-Feb-08,Rockwell Sabreliner 40A,N430MP,ABA Aviation Resources Inc.,0,"Fort Lauderdale-Executive Airport, FL (FXE)"
01-Feb-08,Hawker Siddeley HS-125-F400A,N400FR,Romair Inc.,0,"Fort Lauderdale-Executive Airport, FL (FXE)"
01-Feb-08,Rockwell Sabreliner 80,N3RP,Qualint,0,"Fort Lauderdale-Executive Airport, FL (FXE)"
01-Feb-08,Cessna 525 CitationJet CJ1,N102PT,Private,2,"9,5 km SSW of Augusta State Airport, ME (AUG)"
01-Feb-08,Boeing 727-259,CP-2429,Lloyd Aéreo Boliviano - LAB,0,"4,2 km NW of Trinidad Airport (TDD)"
02-Feb-08,Fairchild SA227-AC Metro III,C6-SAR,Western Air,0,Nassau-Lynden Pindling International Airport (NAS/MYNN)
02-Feb-08,Pilatus Britten-Norman BN-2A-26 Islander,VP-AAG,"Air Montserrat, lsf Trans Anguilla Airways",0,Anguilla-Wallblake Airport (AXA)
02-Feb-08,Fokker F-27 Friendship 500,TC-MBG,MNG Airlines,0,Edinburgh-Turnhouse Airport (EDI)
02-Feb-08,Boeing 747-2D7B,N527MC,Atlas Air,0,Lome Airport (LFW)
03-Feb-08,de Havilland Canada DHC-8-202,N444YV,Mesa Airlines,0,"Denver International Airport, CO (DEN/KDEN)"
04-Feb-08,Boeing 777-222,N772UA,United Airlines,0,Paris-Charles de Gaulle Airport (CDG/LFPG)
04-Feb-08,Boeing 737-683,LN-RCU,SAS Braathens,0,over Selbusjøen
05-Feb-08,Swearingen SA226-AT Merlin IV,N120SC,McNeely Charter Service,0,"Ankeny Regional Airport, IA (IKV)"
07-Feb-08,Boeing 717-23S,VH-NXE,"Qantas, opb National Jet Systems",0,"Darwin Airport, NT (DRW)"
07-Feb-08,CASA C-212-M Aviocar 300,FAC-1258,Fuerza Aérea Colombiana,0,Nuquí-Reyes Murillo Airport (NQU)
07-Feb-08,Britten-Norman BN-2A-26 Islander,HI-653CA,"Caribair, S.A.",0,"El Prado, El Seybo"
08-Feb-08,British Aerospace 3201 Jetstream 32EP,ZK-ECN,"Air New Zealand, lsf Air National",0,Christchurch International Airport (CHC)
10-Feb-08,Boeing 737-33A,B-2906,Air China,0,over Matsue City
12-Feb-08,Raytheon 390 Premier I,N16DK,DEKA Research & Development Corp.,0,"Leesburg Executive Airport, VA (JYO)"
12-Feb-08,McDonnell Douglas DC-9-31,YV298T,Aserca Airlines,0,Caracas-Simon Bolivar Airport (CCS)
13-Feb-08,Canadair CL-600-2B19 Regional Jet CRJ-200ER,N651BR,Go,0,"near Hilo, Hawaii, HI"
13-Feb-08,British Aerospace 3103 Jetstream 31,YV186T,SASCA Airlines,0,Los Roques Airport (LRV)
14-Feb-08,Ilyushin Il-76TD,UN-76020,Asia Continental Airlines,0,Kandahar Airport (KDH)
14-Feb-08,Canadair CL-600-2B19 Regional Jet CRJ-100ER,EW-101PJ,Belavia,0,Yerevan-Zvartnots Airport (EVN)
15-Feb-08,Embraer EMB-145LR,N569RP,Chautauqua Airlines,0,"Covington, KY"
17-Feb-08,Airbus A319-111,N752US,US Airways,0,"Washington-Ronald Reagan National Airport, DC (DCA)"
17-Feb-08,Embraer ERJ 170-100 SU (ERJ-170SU),N828MD,"US Airways Express, opb Republic Airlines",0,"Washington-Ronald Reagan National Airport, DC (DCA)"
18-Feb-08,Ilyushin Il-76TD,RA-76366,Volga-Dnepr Airlines,0,Ras Al Khaimah International Airport (RKT)
18-Feb-08,Cessna 650 Citation III,N385EM,private,3,Caico Seco
19-Feb-08,ATR 72-212,XY-AIE,Air Bagan,0,Putao Airport (PBU)
21-Feb-08,Learjet 35A,N351AS,Chipola Aviation Inc.,0,"Aniak, Alaska"
21-Feb-08,ATR 42-300,YV1449,Santa Bárbara Airlines,46,ca 10 km NW of Mérida-A Carnevalli Airport (MRD)
22-Feb-08,Boeing 737-76Q (WL),N551WN,Southwest Airlines,0,"Valdosta, GA"
22-Feb-08,Beechcraft 1900D,N305PC,Peabody Coal Company,0,"Kayenta-Peabody Bedard Field Airport, AZ"
24-Feb-08,Dornier 328-100,RP-C5328,South East Asian Airlines,0,Manila-Ninoy Aquino International Airport (MNL)
25-Feb-08,Embraer EMB-110P1 Bandeirante,C6-CAB,LeAir Charter Services,0,Nassau-Lynden Pindling International Airport (NAS/MYNN)
25-Feb-08,Boeing 777-2Q8ER,N774AM,Aeromexico,0,Mexico City-Benito Juárez International Airport (MEX/MMMX)
01-Mar-08,IRMA/Britten-Norman BN-2B-21 Islander,G-PASV,unknown,,near Consuega
01-Mar-08,Airbus A319-131,G-DBCI,bmi British Midland,0,near Vencice
04-Mar-08,Cessna 500 Citation I,N113SH,Interstate Helicopters,5,"6,5 km SW of Oklahoma City-Wiley Post Airport, OK (PWA)"
06-Mar-08,Transall C-160NG,PK-VTQ,Manunggal Air,0,Wamena Airport (WMX)
07-Mar-08,Beechcraft B200 Super King Air,ZS-LFU,Invicta Bearings (Pty) Ltd,0,Cape Town International Airport (CPT)
07-Mar-08,Boeing 757-28S,B-2830,China Southern Airlines,0,Lanzhou Airport (LHW)
08-Mar-08,Cessna 525B,N400GG,"Tgc Aircraft Investments, LLC",0,"Stuart, Florida"
10-Mar-08,Boeing 737-408,PK-KKT,AdamAir,0,Batam-Hang Nadim Airport (BTH)
14-Mar-08,Boeing 737-8D6,7T-VKA,Air Algérie,0,Sétif-Ain Arat Airport (QSF)
15-Mar-08,Beechcraft 1900D,5N-JAH,Wings Aviation,3,"near Bushi Village, Obanliku"
19-Mar-08,Raytheon 390 Premier I,VT-RAL,Ran Air,0,Udaipur-Dabok Airport (UDR)
19-Mar-08,Dornier 328-110,D-CTOB,Cirrus Airlines,0,Mannheim City Airport (MHG/EDFM)
20-Mar-08,Canadair CL-600-2A12 Challenger 601,C-FURG,Gouvernement du Québec,0,"Québec City Jean Lesage International Airport, QC (YQB)"
21-Mar-08,Boeing 737-8AS (WL),EI-DAF,Ryanair,0,Limoges-Bellegarde Airport (LIG)
25-Mar-08,Boeing 747-357,TF-ARS,"Saudi Arabian Airlines, lsf Air Atlanta Icelandic",0,Dhaka-Zia International Airport (DAC)
30-Mar-08,Cessna 500 Citation I,VP-BGE,private,5,"3,7 km NNE of London-Biggin Hill Airport (BQH)"
02-Apr-08,Cessna 550 Citation II,OY-BZT,BenAir,0,Odense-Beldringe Airport (ODE)
03-Apr-08,Cessna 750 Citation X,N750WM,WM Aviation LLC,0,"New York-John F. Kennedy International Airport, NY (JFK)"
03-Apr-08,Reims Cessna F406 Caravan II,5H-AWK,Auric Air,2,3 km from Mwanza (HTMW)
03-Apr-08,Antonov An-28,PZ-TSO,Blue Wing Airlines,19,Lawa-Antino Airport
04-Apr-08,Fairchild SA227-AC Metro III,N650PA,PenAir - Peninsula Airways,0,"Anchorage, Alaska"
04-Apr-08,de Havilland Canada DHC-6 Twin Otter 200,T-84,Fuerza Aérea Argentina - FAA,0,"10 km from Comodoro Rivadavia Airport, CB (CRD)"
05-Apr-08,de Havilland Canada DHC-6 Twin Otter 300,C-FIZD,Provincial Airlines,0,"160 km N of Nain, NL"
06-Apr-08,Boeing 737-823 (WL),N947AN,American Airlines,0,"Miami, Florida"
08-Apr-08,Bombardier CL-600-2B16 Challenger 604,N483BA,The Boeing Company Executive Flight Operations,0,"Colorado Spring, Colorado"
08-Apr-08,Antonov An-26,265,Vietnam People's Air Force,5,Hanoi
09-Apr-08,Fairchild SA227-AC Metro III,VH-OZA,Airtex Aviation,1,"19 km SE off Sydney-Kingsford Smith International Airport, NSW (SYD)"
11-Apr-08,Dornier Do 28D-2 Skyservant,YV259T,private,0,34 km from Tumeremo
11-Apr-08,Antonov An-32B,ST-AZL,Kata Air Transport,8,Chisinau Airport (KIV)
12-Apr-08,Embraer EMB-110P1,N62CZ,AirNow,0,"Potsdam, New York"
15-Apr-08,Cessna 560XL Citation Excel,N613QS,NetJets,0,"White Plains-Westchester County Airport, NY (HPN)"
15-Apr-08,McDonnell Douglas DC-9-51,9Q-CHN,Hewa Bora Airways,3+37,Goma Airport (GOM)
16-Apr-08,Antonov An-32,3C-5GE,Equatorial Guinea National Guard,13,off Annobón Island
19-Apr-08,Cessna 510 Citation Mustang,N54PV,California Natural Products,0,"Carlsbad-McClellan-Palomar Airport, CA (CLD)"
20-Apr-08,Ilyushin Il-62M,CU-T1283,Cubana de Aviación,0,Santo Domingo-Las Américas International Airport (SDQ)
21-Apr-08,Ilyushin Il-76M,RA-86833,Russian Air Force,0,Rogachevo Air Base
21-Apr-08,Embraer EMB-110P1 Bandeirante,PT-OCV,Rico Linhas Aéreas,0,"Coari Airport, AM (CIZ)"
22-Apr-08,British Aerospace BAe-146-200,YR-BEB,"Carpatair, lsf Romavia",0,Bucharest-Otopeni International Airport (OTP)
28-Apr-08,de Havilland Canada DHC-3T Texas Turbine Otter,N565TA,Talkeetna Air Taxi,0,"100 km NW of Talkeetna, AK"
28-Apr-08,Cessna 208B Grand Caravan,5Y-SPK,AIM Air,0,Doro Airstrip
29-Apr-08,Beechcraft B200 Super King Air,ZS-LYA,Private,0,Harare Airport (HRE)
29-Apr-08,Fokker 50,5Y-VVF,Blue Bird Aviation,0,Wajir Airport (WJR)
30-Apr-08,Cessna 560XL Citation Excel,N590AK,AT&T Alascom,0,"Port Heiden Airport, AK (PTH)"
01-May-08,Saab 340A,C-GYQM,Prince Edward Air,0,"St. John's Airport, NL (YYT)"
02-May-08,Beechcraft 1900C,5Y-FLX,"Southern Sudan Air Connection, lsf Flex Air",21,45 km NW of Rumbek
04-May-08,Airbus A321-231,AP-BJA ?,Airblue,0,Quetta Airport (UET)
05-May-08,Airbus A320-214,PR-MHK,TAM Linhas Aéreas,0,São Luís Airport (SBSL)
08-May-08,ATR 42-320,N905FX,FedEx Express,0,"Greensboro/High Point-Piedmont Triad International Airport, NC (GSO)"
08-May-08,ATR 42-320,N904FX,FedEx Express,0,"Greensboro/High Point-Piedmont Triad International Airport, NC (GSO)"
09-May-08,Cessna 208B Super Cargomaster,N893FE,"FedEx Express, opb CSA Air",0,"Ada, MI"
10-May-08,Antonov An-2R,YR-PBL,Victor Avia,1,near Ulmeni
16-May-08,de Havilland Canada DHC-3T/M601 Turbine Otter,C-GSUV,Adventure Air,0,"Lac du Bonnet, MB"
19-May-08,McDonnell Douglas DC-10-30,N720AX,Omni Air International,0,over Pacific Ocean
20-May-08,Antonov An-2R,RA-84642,"Krasnoyarskaya Baza Lesoohrani, lsf Avialesookhrana",0,107 km from Boguchany
21-May-08,Beechcraft T-1A Jayhawk,93-0633,United States Air Force - USAF,0,"1,8 km N of Lubbock Preston Smith International Airport, TX (LBB)"
23-May-08,Beechcraft 1900C,N195GA,Alpine Aviation,1,"5 km NE of Billings-Logan International Airport, MT (BIL)"
25-May-08,Boeing 747-209F,N704CK,Kalitta Air,0,Brussel-Zaventem Airport (BRU)
26-May-08,Antonov An-32B,9Q-CMG,Great Lake Business Company,0,Goma Airport (GOM)
26-May-08,Antonov An-12BP,RA-12957,Moskovia Airlines,9,11 km W of Chelyabinsk Airport (CEK)
27-May-08,Embraer EMB-140LR,N816AE,American Airlines,0,"Dallas, TX"
29-May-08,Cessna 750 Citation X,N369B,Buckle Inc.,0,"Kearney Regional Airport, NE (EAR)"
30-May-08,Airbus A320-233,EI-TAF,TACA International Airlines,3+2,Tegucigalpa-Toncontin Airport (TGU)
01-Jun-08,Cessna 208B Grand Caravan,N102VE,SkyDive Greensburg,0,"Greensburg-Decatur County Airport, IN"
06-Jun-08,Cessna 510,N902LG,Private,0,"Norfork, Virginia"
07-Jun-08,Cessna 208B Grand Caravan,CC-CTR,Patagonia Airlines,1,18 km W of La Junta
07-Jun-08,Antonov An-2R,RA-68068,private,2,Novoternovskiy
08-Jun-08,de Havilland Canada DHC-6 Twin Otter 300,5A-DAU,Waha Oil Company,0,Sidra Airstrip
10-Jun-08,Airbus A310-324,ST-ATN,Sudan Airways,30,Khartoum-Civil Airport (KRT)
12-Jun-08,Learjet 35A,D-CFAI,"United Nations - UN, lsf FAI Air Service",0,Kisangani-Bangoka International Airport (FKI)
14-Jun-08,McDonnell Douglas MD-10-10F,N554FE,FedEx Express,0,"Raymond, Pennsylvania"
15-Jun-08,Antonov An-2T,F-AZHB,Aéroclub Paris-Est,0,"near Betz, Oise"
15-Jun-08,CASA C-212 Aviocar 200,5Y-TSL,Turbine Services,0,Mathiang Airfield
15-Jun-08,Harbin Y-12-II,B-3841,China Flying Dragon Aviation,3,"near Bairin Left Banner, Chifeng, Inner Mongolia"
16-Jun-08,Airbus A320-231,EC-JRC,LTE International Airways,0+1,Tenerife-Sur Reina Sofia Airport (TFS/GCTS)
16-Jun-08,Airbus A340-313,D-AIGY,Lufthansa,0,München-Franz Josef Strauss Airport (MUC/EDDM)
18-Jun-08,de Havilland Canada DHC-6 Twin Otter 100,N656WA,Wiggins Airways,1,"Hyannis-Barnstable Airport, MA (HYA)"
21-Jun-08,Beechcraft 99,N99NN,Skydive Factory,1,"near Bowling Green Municipal Airport (H19), MO"
21-Jun-08,Antonov An-2R,HA-MBC,Air Patrol,0,Krems-Langenlois Airport
22-Jun-08,de Havilland Canada DHC-8-402Q Dash 8,HB-JGA,SkyWork Airlines,0,Berne-Belp Airport (BRN)
23-Jun-08,Boeing 737-8AS (WL),EI-DWP,Ryanair,0,Weeze Airport (NRN/EDLV)
26-Jun-08,Airbus A330-342,B-LAG,Cathay Pacific Airways,0,near Hong Kong
26-Jun-08,CASA/Nurtanio NC-212-M Aviocar 200,A-2106,Tentara Nasional Indonesia-AU (Air Force),18,15 km from Tegal Lilin
27-Jun-08,Lockheed C-130H2 Hercules,86-0412,United States Air Force - USAF,0,"7,5 km N of Baghdad International Airport (SDA)"
27-Jun-08,Dornier 328-110,N457PS,"US Airways Express, opb PSA Airlines",0,"San Marcos,TX"
27-Jun-08,Antonov An-12BK,ST-ARN,Juba Air Cargo,7,46 km N of Malakal
27-Jun-08,Antonov An-2,RA-01132,Avialesookhrana,5,near Gryzlov
28-Jun-08,Bombardier CRJ-701ER,N725PS,PSA Airlines,0,"Charlotte-Douglas International Airport, NC (CLT/KCLT)"
28-Jun-08,Antonov An-2,RF-00403,Armavir,0,6 km NE of Dmitrievskaya
28-Jun-08,Boeing 767-281SF,N799AX,ABX Air,0,"San Francisco International Airport, CA (SFO)"
29-Jun-08,de Havilland Canada DHC-6 Twin Otter 200,N203SF,Private,0,"Baldwin, Wisconsin"
30-Jun-08,Tupolev Tu-154M,RA-85667,Aeroflot Russian International Airlines,0,Saint Petersburg-Pulkovo Airport (LED)
30-Jun-08,Ilyushin Il-76TD,ST-WTB,Ababeel Aviation,4,"1,5 km S of Khartoum-Civil Airport (KRT)"
01-Jul-08,Cessna 208B Grand Caravan,PT-MEE,TAM - Táxi Aéreo Marília,0,"Divinópolis, PA"
02-Jul-08,Cessna 500 Citation I,YV1152,Servicios Aéreos Permagas C.A.,0,Charallave-Óscar Machado Zuloaga Airport
02-Jul-08,Ilyushin Il-76TD,EK-76400,Click Airways International,0,150 km from Zahedan
02-Jul-08,de Havilland Canada DHC-6 Twin Otter 300,947,Fuerza Aérea de Chile,3,ca 15 km N of Cochamó
03-Jul-08,Antonov An-2,,Aero Getics,0,Stefanesti
06-Jul-08,McDonnell Douglas DC-9-15F,N199US,USA Jet Airlines,1,"0,8 km N of Saltillo-Plan de Guadalupe International Airport (SLW)"
07-Jul-08,Canadair CL-600-2B19 Regional Jet CRJ-200ER,N975EV,"Delta Connection, opb Atlantic Southeast Airlines - ASA",0,"Baton Rouge-Ryan Airport, LA (BTR)"
07-Jul-08,Canadair CL-600-2B19 Regional Jet CRJ-200ER,N916EV,"Delta Connection, opb Atlantic Southeast Airlines - ASA",0,"Baton Rouge-Ryan Airport, LA (BTR)"
07-Jul-08,Bombardier CL-600-2C10 Regional Jet CRJ-701ER,N706EV,"Delta Connection, opb Atlantic Southeast Airlines - ASA",0,"Baton Rouge-Ryan Airport, LA (BTR)"
07-Jul-08,Boeing 747-209B (SF),N714CK,"Centurion Air Cargo, lsf Kalitta Air",0+2,10 km W of Bogotá-Eldorado Airport (BOG)
10-Jul-08,Let L-410UVP-E9,5Y-VVB,SafariLink,0,Kichwa Tembo Airstrip
10-Jul-08,Beechcraft 99A Airliner,CC-CFM,Aerocord,9,"1,5 km NW of Puerto Montt-Marcel Marchant Airport"
14-Jul-08,Boeing 737-282,5N-BIG,Chanchangi Airlines,0,Port Harcourt Airport (PHC)
14-Jul-08,de Havilland Canada DHC-6 Twin Otter 300,8Q-MAS,Maldivian Air Taxi,0,North Ari Atoll
15-Jul-08,Beechcraft Beechjet 400A,PT-WHF,Líder Táxi Aéreo,0,"São José dos Campos Airport, SP (SJK)"
16-Jul-08,de Havilland Canada DHC-6 Twin Otter 300,C-GBEB,North-Wright Airways,0,"Hook Lake, NWT"
18-Jul-08,Airbus A321-211,G-DHJH,Thomas Cook Airlines,0,Manchester Airport (MAN)
22-Jul-08,de Havilland Canada DHC-3 Otter,N61FE,Rainbow King Lodge,0,"Iliamna, Alaska"
22-Jul-08,Boeing 727-227,C-GLKF,Kelowna Flightcraft Air Charter,0,"Hamilton Airport, ON (YHM)"
23-Jul-08,Boeing 737-4M0,PK-GZN,Garuda Indonesia Airways,0,Banjarmasin-Sjamsudin Noor Airport (BDJ)
23-Jul-08,Fokker F-27 Friendship 400M,FAB-92,Transporte Aéreo Militar - TAM,0,"Estancia Esperanza, Beni"
25-Jul-08,Boeing 747-438,VH-OJK,Qantas,0,"475 km NW of Manila, Philippines"
28-Jul-08,Airbus A321-231,G-MARA,Monarch Airlines,0,Manchester Airport (MAN)
30-Jul-08,Eclipse 500,N333MY,My Aviation,0,"West Chester-Brandywine Airport, PA (OQN)"
31-Jul-08,McDonnell Douglas MD-88,EC-FPD,Iberia,0,Wien-Schwechat International Airport (VIE)
31-Jul-08,British Aerospace BAe-125-800A,N818MV,East Coast Jets,8,"Owatonna Airport, MN (OWA)"
01-Aug-08,Airbus A321-231,G-MIDL,British Midland Airways - BMA,0,CRZ FL350 LIS FIR
02-Aug-08,Learjet 35A,XB-KPB,Todo Para la Aeronautica,0,Guadalajara-Don Miguel Hidalgo y Costilla International Airport (GDL)
03-Aug-08,Cessna 550 Citation II,N827DP,Drug Plastics & Glass Company Inc,0,"Reading Municipal Airport/Spaatz Field, PA (RDG)"
03-Aug-08,Boeing 747-481D,JA8955,All Nippon Airways - ANA,0,Bangkok-Don Muang International Airport (DMK)
05-Aug-08,Boeing 737-86N (WL),EI-DKD,Futura International Airways,0,Manchester Airport (MAN/EGCC)
05-Aug-08,Lockheed C-130H Hercules,1212,United Arab Emirates Air Force,0,Bagram Air Base (BPM)
05-Aug-08,Airbus A320-211,D-AIQA,Lufthansa,0,Manchester Airport (MAN/EGCC)
09-Aug-08,Morane-Saulnier MS-760B Paris,N69X,private,0,"St Paul, Minnesota"
11-Aug-08,Beechcraft 1900C,C-GKGA,Prince Edward Air,0,"Montreal-Pierre Elliott Trudeau International Airport, QC (YUL/CYUL)"
13-Aug-08,Fokker F-27 Friendship 500,5Y-BVF,Fly540,3,3 km from K-50 Airport
13-Aug-08,Dornier 228-201,D-ILWB,LGW - Luftfahrtgesellschaft Walter,0,Erfurt
14-Aug-08,Embraer EMB-145LR,N814HK,Trans States Airlines,0,"Saint Louis-Lambert International Airport, MO (STL/KSTL)"
16-Aug-08,Pilatus Britten-Norman BN-2B-21 Islander,YV1987,C.L. Damiani,0,La Tortuga-Punta Delgada Airport
16-Aug-08,Dornier 228-202K,D-CAAW,"Minair, lsf Advanced Aviation",0,Bangui Airport (BGF)
16-Aug-08,Boeing 777-35EER,B-16710,Eva Air,0,"San Francisco, CA"
17-Aug-08,Cessna 208B Grand Caravan,F-OIJO,Tropic Airlines,0,"Saint Barthélémy, French Antilles"
18-Aug-08,Cessna 501 Citation I/SP,N223LC,Corus Hardware Corporation,1,S off Santo Domingo
20-Aug-08,McDonnell Douglas DC-9-82 (MD-82),EC-HFP,Spanair,154,Madrid-Barajas Airport (MAD)
22-Aug-08,Beechcraft A100 King Air,N601PC,"Southwest Skin and Cancer LLC, lsf Leavitt Group Wings, LLC",10,"1,9 km S of Moab-Canyonlands Field, UT (CNY)"
23-Aug-08,de Havilland Canada DHC-8-301,HK-3952,AIRES Colombia,0,Barranquilla-Ernesto Cortissoz International Airport (BAQ)
24-Aug-08,ATR 72-500 (72-212A),I-ADLM,Air Dolomiti,0,München-Franz Josef Strauss Airport (MUC)
24-Aug-08,Cessna 208 Caravan I,TG-JCS,Aéreo Ruta Maya,11,"near La Puente, Cabañas, Zacapa"
24-Aug-08,Boeing 737-219,EX-009,"Itek Air, opf Iran Aseman Airlines",65,"7,8 km WNW of Bishkek-Manas International Airport (FRU)"
25-Aug-08,Lockheed L-100-20 Hercules,4593,Hukbong Himpapawid ng Pilipinas (Philippine Air Force),11,"3 km off Barangay Bukana, San Pedro Extension, Davao City"
26-Aug-08,Boeing 737-2T4 Adv.,ST-SDB,Sun Air Company,0,Kufrah Airport (AKF)
27-Aug-08,Boeing 737-2H6,PK-CJG,Sriwijaya Air,0+1,Jambi-Sultan Thaha Syarifudn Airport (DJB)
29-Aug-08,Antonov An-2R,RA-68126,Aero-Transit,0,"near Boguchany, Krasnoyarsk Krai"
30-Aug-08,Boeing 737-291,YV102T,Conviasa,3,near Toacaso
31-Aug-08,Fairchild SA227-AC Metro III,N2699Y,McNeely Charter Service,0,"near Carlsbad, NM"
01-Sep-08,Lockheed SP-2H Neptune,N4235T,Neptune Aviation Services,3,"3,8 km NW of Reno-Stead Airport, NV"
01-Sep-08,Cessna 560 Citation Encore,N839QS,NetJets,0,"Telluride Airport, CO (TEX)"
01-Sep-08,Beechcraft 1900C-1,ZS-OLD,"Air Serv International, lsf CemAir",17,15 km NW of Bukavu-Kavumu Airport (BKY)
01-Sep-08,Convair CV-580,N587X,Air Tahoma,3,"1,6 km SW of Columbus-Rickenbacker International Airport, OH (LCK)"
05-Sep-08,de Havilland Canada DHC-4A Caribou,A4-285,Royal Australian Air Force - RAAF,0,Efogi Airport (EFG)
07-Sep-08,Beechcraft 1900D,N122UX,Great Lakes Airlines,0,"Saint Louis, MO"
07-Sep-08,Cessna 208B Grand Caravan,V3-HFQ,Tropic Air,0,off Belize City
10-Sep-08,Antonov An-12B,RA-11652,Russian Air Force,0,Buturlinovka Air Base
13-Sep-08,de Havilland Canada DHC-6 Twin Otter 310,9M-MDN,MASwings,0,Ba'kelalan Airport (BKM)
14-Sep-08,Boeing 737-505,VP-BKO,Aeroflot-Nord,88,"11,5 km NE of Perm Airport (PEE)"
18-Sep-08,Antonov An-24RV,4L-MJX,EuroLine,0,Tbilisi Airport (TBS)
19-Sep-08,Learjet 60,N999LJ,Global Exec Aviation,4,"Columbia Metropolitan Airport, SC (CAE)"
20-Sep-08,Boeing 747-409,B-18211,China Airlines,0,"Near Bali, Indonesia (N11.29738°, E116.43448°)"
21-Sep-08,Cessna 208 Caravan,,Unknown,4,near Pedernales
22-Sep-08,Fokker F-28 Fellowship 4000,HC-CDT,Ícaro Air,0,Quito-Mariscal Sucre Airport (UIO)
25-Sep-08,Boeing 737-322,N332UA,United Airlines,0,"Chicago-O'Hare International Airport, IL (ORD)"
25-Sep-08,Beechcraft A200 Super King Air,N30W,Dynamic Aviation Group Inc,0,"Bridgewater Air Park, VA"
27-Sep-08,Boeing 747-430,,Lufthansa,0,Bangkok
29-Sep-08,de Havilland Canada DHC-5D Buffalo,5Y-OPL,Trident Aviation,0,Lokichoggio Airport (LKG)
29-Sep-08,Antonov An-12BK,T-311,Força Aérea Popular de Angola,0,Luanda Airport (LAD)
01-Oct-08,Boeing 737-3Y0,EI-DON,KD Avia,0,Kaliningrad-Khrabrovo Airport (KGD)
05-Oct-08,Cessna 551 Citation II/SP,D-IADV,Advance Air (AXX),0,Sylt Airport (GWT/EDXW)
05-Oct-08,Britten-Norman BN-2A-26 Islander,ZS-OSD,private,9,33 km NW of Barberton
07-Oct-08,Cessna 208B Grand Caravan,N1229C,Grant Aviation,0,"Bethel, Alaska"
07-Oct-08,Airbus A330-303,VH-QPA,Qantas,0,"154 km W of Learmonth, WA, Australia"
08-Oct-08,de Havilland Canada DHC-6 Twin Otter 300,9N-AFE,Yeti Airlines,18,Lukla-Tenzing-Hillary Airport (LUA)
